"sim_idx","method","converged","calibrated","n","prevalence","incub","true_beta","pred_beta","err_beta_pct","true_R0","pred_R0","err_R0_pct","mae","rmse","smape","pearson_r","peak_day_true","peak_day_pred","peak_day_err","peak_size_true","peak_size_pred","rel_peak_err","dieout_pred","time_sec","cpu_sec","n_evals","n_model_runs"
11566,"ABC",TRUE,"beta",8133,0.06947006,8.17156,0.8408215,0.916921378089425,9.05065795759485,3.76856012100318,4.10963960788716,9.0506579659573,3.05494505494505,8.54384297299832,12.4656801160967,0.991555226250225,24,23,1,266,287,7.8947368124258,0,NA,NA,NA,400
11566,"ABC-SMC",TRUE,"beta",8133,0.06947006,8.17156,0.8408215,0.851509128981037,1.27109368258615,3.76856012100318,3.81646205068269,1.27109368376059,1.78983516483516,5.4333499067142,10.0709635339236,0.996018477866304,24,23,1,266,270,1.50375939284301,0,NA,NA,NA,400
11566,"NelderMead",TRUE,"beta",8133,0.06947006,8.17156,0.8408215,10.0005,1089.37253496804,3.76856012100318,44.8222190917958,1089.37253597457,24.0425824175824,81.3388862911026,35.8833548711041,0.496932472469104,24,8,16,266,699,162.781954275256,0,NA,NA,NA,400
11566,"DE",TRUE,"beta",8133,0.06947006,8.17156,0.8408215,0.782104861592328,6.98324654374794,3.76856012100318,3.50539227629118,6.98324655020017,1.83653846153846,5.54966338945559,11.3587985789736,0.995499433727687,24,24,0,266,248,6.76691726779354,0,NA,NA,NA,400
11566,"BiLSTM",TRUE,"beta",8133,0.06947006,8.17156,0.8408215,0.812131702899933,3.41211506436812,3.76856012100318,3.63997251325173,3.41211506752078,1.5989010989011,4.88676728579278,10.5454356093672,0.996408759760247,24,24,0,266,258,3.00751878568602,0,NA,NA,NA,400
11573,"ABC",TRUE,"beta",7662,0.16366483,12.750221,0.67187226,1.36832896649756,103.659095176957,4.92350092296554,10.0271574383369,103.659095310187,7.38873626373626,20.9555226270172,24.8134857429608,0.940883460023483,21,17,4,215,294,36.7441858756084,0,NA,NA,NA,400
11573,"ABC-SMC",TRUE,"beta",7662,0.16366483,12.750221,0.67187226,0.916083935524602,36.3479324419679,4.92350092296554,6.7130917148883,36.3479324886848,3.75412087912088,10.2109952050191,16.924035769055,0.984948289182654,21,20,1,215,245,13.9534883071931,0,NA,NA,NA,400
11573,"NelderMead",TRUE,"beta",7662,0.16366483,12.750221,0.67187226,10.0005,1388.45257967868,4.92350092296554,73.2839766001306,1388.45258146322,15.2005494505495,48.2501636961295,36.3658818198465,0.730614124753891,21,8,13,215,452,110.232557626825,0,NA,NA,NA,400
11573,"DE",TRUE,"beta",7662,0.16366483,12.750221,0.67187226,0.664277410401469,1.13040082756608,4.92350092296554,4.86784562770427,1.13040082901896,1.67032967032967,4.70036238958302,8.64315548290829,0.995597593794188,21,22,1,215,204,5.1162790459708,0,NA,NA,NA,400
11573,"BiLSTM",TRUE,"beta",7662,0.16366483,12.750221,0.67187226,0.67346328496933,0.236804681735452,4.92350092296554,4.93516000367376,0.236804682039816,1.61263736263736,4.6366611234407,8.81178824835653,0.995715770600785,21,23,2,215,206,4.18604649215792,0,NA,NA,NA,400
11596,"ABC",TRUE,"beta",5318,0.3597217,12.8394165,0.50995,4.48469915994176,779.438994440116,3.88377922982742,34.1554690644304,779.438995767886,7.16483516483517,22.8825236831493,29.8969320825122,0.885956241394442,13,8,5,155,281,81.2903220561915,0,NA,NA,NA,400
11596,"ABC-SMC",TRUE,"beta",5318,0.3597217,12.8394165,0.50995,0.595499107254651,16.7759794267852,3.88377922982742,4.53532123568269,16.775979455363,1.53983516483516,4.17779649055378,13.6177518274985,0.994189298765486,13,15,2,155,150.5,2.90322578772112,0,NA,NA,NA,400
11596,"NelderMead",TRUE,"beta",5318,0.3597217,12.8394165,0.50995,10.0005,1861.07461150883,3.88377922982742,76.1638085849381,1861.07461467916,7.875,26.024410033321,31.3780227554816,0.857751857050165,13,6,7,155,317,104.51612835796,0,NA,NA,NA,400
11596,"DE",TRUE,"beta",5318,0.3597217,12.8394165,0.50995,0.446367891201781,12.4683025146654,3.88377922982742,3.39953788550122,12.468302535905,1.4217032967033,3.82363600617165,13.2719279673354,0.994623639334808,13,2,11,155,138,10.9677418647242,0,NA,NA,NA,400
11596,"BiLSTM",TRUE,"beta",5318,0.3597217,12.8394165,0.50995,0.503712296485901,1.22319903948763,3.88377922982742,3.8362728794992,1.22319904157133,1.2293956043956,3.41950208444073,10.3951498044875,0.995341481157176,13,15,2,155,139,10.322580578564,0,NA,NA,NA,400
11623,"ABC",TRUE,"beta",6935,0.014852199,11.938151,0.13132599,0.113105761653857,13.8740459580031,1.01985995814975,0.878364117771344,13.8740460500451,1.44505494505495,2.23883064061635,76.8583105992718,0.749379245834786,84,2,82,14,8,42.8571397959186,0,NA,NA,NA,400
11623,"ABC-SMC",TRUE,"beta",6935,0.014852199,11.938151,0.13132599,0.498832003438384,279.842558689227,1.01985995814975,3.87386218181509,279.842560545734,17.3296703296703,39.8169403177057,117.325173580825,0.55044709022571,84,51,33,14,144,928.571362244903,0,NA,NA,NA,400
11623,"NelderMead",TRUE,"beta",6935,0.014852199,11.938151,0.13132599,10.0005,7515.01963537439,1.01985995814975,77.6625366500309,7515.01968522987,19.239010989011,67.0433679554748,127.448587433686,0.363514353601936,84,12,72,14,431,2978.57121581634,0,NA,NA,NA,400
11623,"DE",TRUE,"beta",6935,0.014852199,11.938151,0.13132599,0.124142841411832,5.46970826831073,1.01985995814975,0.964076593268874,5.46970830459738,1.27884615384615,1.89870545835377,68.7824417636448,0.759261535801538,84,2,82,14,8,42.8571397959186,0,NA,NA,NA,400
11623,"BiLSTM",TRUE,"beta",6935,0.014852199,11.938151,0.13132599,0.126063540577888,4.0071652092932,1.01985995814975,0.978992484412071,4.00716523587717,1.28846153846154,1.86678603752281,70.0254607470728,0.761615408360552,84,2,82,14,8,42.8571397959186,0,NA,NA,NA,400
11658,"ABC",TRUE,"beta",9711,0.17073421,9.289768,0.28993,0.287398213403201,0.873240640177501,1.66623046864449,1.65168026698308,0.87324064266531,1.79395604395604,4.17689221448538,18.6395432942406,0.994663562790899,4,2,2,158,159,0.632911388399295,0,NA,NA,NA,400
11658,"ABC-SMC",TRUE,"beta",9711,0.17073421,9.289768,0.28993,0.521925865960893,80.017888856177,1.66623046864449,2.99951291773083,80.0178890841441,9.74450549450549,25.3161873247008,43.6028593075989,0.961363093460327,4,20,16,158,240,51.8987338487422,0,NA,NA,NA,400
11658,"NelderMead",TRUE,"beta",9711,0.17073421,9.289768,0.28993,10.0005,3349.28084934542,1.66623046864449,57.4729686533964,3349.28085888736,24.0178571428571,83.1296774276838,66.412756899528,0.6755956876011,4,7,3,158,753.5,376.89873179178,0,NA,NA,NA,400
11658,"DE",TRUE,"beta",9711,0.17073421,9.289768,0.28993,0.287870885036759,0.710211070306248,1.66623046864449,1.65439671535854,0.710211072329604,1.79258241758242,4.15140979628647,19.3260460669946,0.994729166328651,4,2,2,158,159,0.632911388399295,0,NA,NA,NA,400
11658,"BiLSTM",TRUE,"beta",9711,0.17073421,9.289768,0.28993,0.302075833082199,4.18922948308446,1.66623046864449,1.73603268693384,4.18922949501937,2.0260989010989,4.6837484987988,18.1232376742976,0.994384756616451,4,2,2,158,159,0.632911388399295,0,NA,NA,NA,400
11693,"ABC",TRUE,"beta",7845,0.22307202,12.827721,0.9022234,1.84522799865795,104.520077578652,4.12279336087549,8.43194018484619,104.520077669147,7.26785714285714,21.0215581390487,22.3322265198276,0.948198122215948,19,13,6,230,310,34.7826085444234,0,NA,NA,NA,400
11693,"ABC-SMC",TRUE,"beta",7845,0.22307202,12.827721,0.9022234,0.937762938358942,3.93910624791497,4.12279336087549,4.28519457192236,3.93910625132552,1.86538461538462,5.38465463094018,10.9486651210602,0.995094275928964,19,18,1,230,224,2.60869564083176,0,NA,NA,NA,400
11693,"NelderMead",TRUE,"beta",7845,0.22307202,12.827721,0.9022234,10.0005,1008.42835487483,4.12279336087549,45.6982106709218,1008.42835574794,13.0659340659341,42.8780535067472,32.7780891955685,0.807688182015879,19,7,12,230,462,100.869564778828,0,NA,NA,NA,400
11693,"DE",TRUE,"beta",7845,0.22307202,12.827721,0.9022234,0.864379173594188,4.19455163364932,4.12279336087549,3.94986066441322,4.19455163728105,1.63186813186813,4.58572198828561,10.9978709643805,0.996101440361303,19,18,1,230,213,7.39130431568998,0,NA,NA,NA,400
11693,"BiLSTM",TRUE,"beta",7845,0.22307202,12.827721,0.9022234,0.871181666851044,3.44058169124748,4.12279336087549,3.98094528717602,3.4405816942264,1.6456043956044,4.67486851199,10.5233401843363,0.995957296917324,19,18,1,230,214,6.95652170888469,0,NA,NA,NA,400
